Time  [ms],Memory Usage [KB]
0,2349584
102,2345928
204,2355612
304,2361524
405,2385164
506,2396548
607,2395516
708,2396448
808,2398652
909,2417424
1009,2419880
1109,2419680
1209,2419724
1310,2422012
1410,2422660
1511,2423352
1611,2422604
1711,2426380
1812,2426400
1912,2428028
2013,2428516
2113,2429424
2213,2428940
2313,2430572
2414,2430980
2514,2439216
2615,2441072
2716,2442356
2815,2443620
2916,2444036
3016,2445372
3117,2445668
3218,2446040
3318,2446824
3419,2448512
3519,2456736
3619,2453504
3720,2456880
3821,2458544
3921,2460800
4021,2460076
4122,2460420
4222,2449432
4322,2446912
4423,2451688
4524,2452036
4624,2453944
4725,2459012
4826,2461644
4926,2463068
